MasterGloss	originalform	originalgloss	Plomley_Headword	Plomley_note	recorder	recordid	speakercode	tribalregion	region
sole of foot	lug-yenna		lugga	lugga seems to be a root word and may just mean foot	mj	358		oyb	Oyster Bay
sole of foot	lugga-lunnah		lugga	lugga seems to be a root word and may just mean foot	mj	9285		s	Southern
south	drar.de.bun.ner		drar.de.bun.ner		gar	3016	kt	wp	West Point, west coast
south	drar.de.bur		drar.de.bun.ner		gar	3017	kt	wp (=pp)	
south	lar.mair.he.me.lup.pen.tee		lar.mair.he.me.lup.pen.tee		gar	3018	mn	e	Eastern
south	lar.mair.he.me.lup.pen.te		lar.mair.he.me.lup.pen.tee		gar	3019	mn	unk	unknown15
south	ly.did.der		ly.did.der		gar	3020		? b	
south	ly.did.der		ly.did.der		gar	3021		b	Bruny Island
south	rithe.er.parn		rithe.er.parn		cr	3022		wc	Western Coast
southern lights (aurora australis)	gen.ner (x)		gen.ner		gar	4828	no	w	western tribes
southern lights (aurora australis)	no.hoi.ner (xx)		no.hoi.ner		gar	4829	kg	unk	unknown15
southern lights (aurora australis)	num.mer.gen (x)		num.mer.gen		gar	4830	no	w	western tribes
southern lights (aurora australis)	purnenyer (x)		purnenyer		gar	4831	kg	unk	unknown15
spark	lopah	spark, fire	lopah	similar to lope.er (fire)	mj	10432		w	western tribes
spark	lobah	spark, fire	lopah		mj	10433		w	western tribes
spark	lopah	spark, fire	lopah	similar to lope.er (fire)	mj	10891		nw	
spark	lobah	spark, fire	lopah		mj	10892		nw	
spark	monghtamena	glow-worm, phosphorescence	monghtamena		mj	3505		oyb	Oyster Bay
spark	'nguné	spark, fire	'ngune	same as 'ngune (fire)	mj	3506		b	Bruny Island
spark	'nguné	spark, fire	'ngune	same as 'ngune (fire)	mj	9624		s	Southern
spark	patrolla	spark, fire	patrolla	similar to par.tro.ler (fire)	mj	10434		w	western tribes
spark	patrolla	spark, fire	patrolla	similar to par.tro.ler (fire)	mj	10893		nw	
spark	pow.wid.de	spark, robin redbreast	pow.wid.de		gar	3508		b	Bruny Island
spark	powitté	spark	pow.wid.de		mj	3509		b	Bruny Island
spark	pue.win.ner	spark, robin redbreast	pow.wid.de		gar	3510		oyb	Oyster Bay
spark	pugganga lewa	glow-worm, phosphorescence	pow.wid.de		mj	3512		oyb	Oyster Bay
spark	packareetea	will-o'-the-wisp	pow.wid.de		mj	3513		oyb	Oyster Bay
spark	puckarenh	will-o'-the-wisp	pow.wid.de		mj	3514		b	Bruny Island
spark	payaleena	glow-worm, phosphorescence	pow.wid.de		mj	3515		b	Bruny Island
spark	powitté	spark	pow.wid.de		mj	9625		s	Southern
spark	puckarenh	will-o'-the-wisp	pow.wid.de		mj	9626		s	Southern
spark	payaleena	glow-worm, phosphorescence	pow.wid.de		mj	9627		s	Southern
spark	pughweenyna weimyale	spark	pow.wid.de		mj	10435		w	western tribes
spark	pughweenyna weimyale	spark	pow.wid.de		mj	10894		nw	
spark	tonypeprinna	spark	tonypeprinna	may be same as toiberry (ashes)	mj	3516		oyb	Oyster Bay
spark	tonna	spark, fire	tonypeprinna		mj	3517		oyb	Oyster Bay
spark	toneetoa	ember	tonypeprinna		mj	3518		oyb	Oyster Bay
spark	weealuttah	ember	weealuttah	likely a derivative of we.ner (wood)	mj	3519		b	Bruny Island
spark	weealuttah	ember	weealuttah	likely a derivative of we.ner (wood)	mj	9628		s	Southern
spawn	manughana		manughana	unlikely that this had any meaning as "spawn" for the Tasmanians, even word "tadpole" seems doubtful in this regard	mj	8558		oyb	Oyster Bay
spawn	manunghana		manughana		mj	8559		oyb	Oyster Bay
spawn	manunghana		manughana		mj	8560		b	Bruny Island
spawn	manungana		manughana		mj	8561		b	Bruny Island
spawn	manunghana		manughana		mj	10176		s	Southern
spawn	manungana		manughana		mj	10177		s	Southern
speak	cãrnӗe	speak, neigh, snort	carnee		sn	7414		unk	unknown15
speak	carne	tell, say	carnee		jj	7415		unk	unknown15
speak	carne	talk	carnee		bk	7416		unk	unknown15
speak	carney	shout	carnee		jj	7417		e	Eastern
speak	kane	parler	carnee		gm	7418		dl	Port Dalrymple, Tamar River
speak	karni	shout	carnee		lh	7419		unk	unknown15
speak	kar.ner	talk	carnee		gar	7420		pd	Port Davey, SW
speak	kãn.nӗr.nũ	speak	carnee		st	7421		b	Bruny Island
speak	karnyalimenya	conversation	carnee		mj	7422		oyb	Oyster Bay
speak	karnalirya	conversation	carnee		mj	7423		oyb	Oyster Bay
speak	karnalaré	conversation	carnee		mj	7424		b	Bruny Island
speak	karnamoonalané	conversation	carnee		mj	7425		b	Bruny Island
speak	nӗbẽrlӗ cãrnӗe	music	carnee		sn	7426		unk	unknown15
speak	nãyãrnӗrŏo cãrnӗe	music	carnee		sn	7427		unk	unknown15
speak	rhineowa mungonagunea poggana karné	conversation	carnee		mj	7428		oyb	Oyster Bay
speak	rhineowa mungonagunea poggana-karné	conversation	carnee		mj	7429		oyb	Oyster Bay
speak	karnalaré	conversation	carnee		mj	10021		s	Southern
speak	karnamoonalané	conversation	carnee		mj	10022		s	Southern
speak	karni	talk	carnee		ws	11918	hu	e	Eastern
speak	karni	talk	carnee		ws	11919	hu	se	Southeastern
speak	carni	talkative	carnee		ws	11920	hu	e	Eastern
speak	carni	talkative	carnee		ws	11921	hu	se	Southeastern
speak	poothecarne		carnee		ws	11922	sn	e	Eastern
speak	poothecarne		carnee		ws	11923	sn	se	Southeastern
speak	porthe-carni	blackman’s talk	carnee		ws	11924	im	e	Eastern
speak	porthe-carni	blackman’s talk	carnee		ws	11925	im	se	Southeastern
speak	cawalla	shout	cawalla		jj	7430		w	western tribes
speak	canalla	shout	cawalla		bm	7431		w	western tribes
speak	dree.carn.cap.per.kãrn.nӗr	speak, talk	dree.carn.cap.per.karn.ner		st	10606		e	Eastern
speak	dree.carn.cap.per.kãrn.nӗr	speak, talk	dree.carn.cap.per.karn.ner		st	11065		sp	Swanport, east coast
speak	dree.carn.cap.per.kãrn.nӗr	speak, talk	dree.carn.cap.per.karn.ner		st	11524		oyb	Oyster Bay
speak	kanna moonalané	dispute	kanna	same as came.er.mung.er (answer)	mj	7433		b	Bruny Island
speak	kannamoonalané	eloquent	kanna		mj	7434		b	Bruny Island
speak	kannamoonalanné	impatient	kanna		mj	7435		b	Bruny Island
speak	kannamayété	echo	kanna		mj	7436		b	Bruny Island
speak	kanaroiluggata	murmur	kanna		mj	7437		b	Bruny Island
speak	kanné proine waggaba	speak loud	kanna		mj	7440		b	Bruny Island
speak	kanna moona lané mentakuntiby	hold your tongue	kanna		mj	7441		b	Bruny Island
speak	cran.naa	speak	kanna		bdm	7443		oyb	Oyster Bay
speak	luonna-kunna	belch	kanna		mj	7444		oyb	Oyster Bay
speak	loona kanna	belch	kanna		mj	7445		b	Bruny Island
speak	kanna moonalané	dispute	kanna	same as came.er.mung.er (answer)	mj	10023		s	Southern
speak	kannamoonalané	eloquent	kanna		mj	10024		s	Southern
speak	kannamoonalanné	impatient	kanna		mj	10025		s	Southern
speak	kannamayété	echo	kanna		mj	10026		s	Southern
speak	kanaroiluggata	murmur	kanna		mj	10027		s	Southern
speak	kanné proine waggaba	speak loud	kanna		mj	10028		s	Southern
speak	kanna moona lané mentakuntiby	hold your tongue	kanna		mj	10029		s	Southern
speak	loona kanna	belch	kanna		mj	10030		s	Southern
speak	kannebo	hold your tongue	kanna		mj	10607		w	western tribes
speak	wannabee	hold your tongue	kanna		mj	10608		w	western tribes
speak	wannabea tongh	abstain	kanna		mj	10609		w	western tribes
speak	kannebo	hold your tongue	kanna		mj	11066		nw	
speak	wannabee	hold your tongue	kanna		mj	11067		nw	
speak	wannabea tongh	abstain	kanna		mj	11068		nw	
speak	kem.bo.the.wer	speak	kem.bo.the.wer		cr	7446		wc	Western Coast
speak	kukanna liéreah	too much speaking	kukanna		mj	7447		oyb	Oyster Bay
speak	kukana moonalané	too much speaking	kukanna		mj	7448		b	Bruny Island
speak	kukkanna lenagangpa	whisper	kukanna		mj	7449		oyb	Oyster Bay
speak	kukana punyepara	whisper	kukanna		mj	7450		oyb	Oyster Bay
speak	kukanna wurrarenna	shout	kukanna		mj	7451		oyb	Oyster Bay
speak	kukanna wurrawina	echo	kukanna		mj	7452		oyb	Oyster Bay
speak	kuggana langhta	speak loud	kukanna		mj	7453		oyb	Oyster Bay
speak	kukana moonalané	too much speaking	kukanna		mj	10031		s	Southern
speak	konnyab	hold your tongue	kunrare		mj	7456		b	Bruny Island
speak	konnyab	hold your tongue	kunrare		mj	10032		s	Southern
speak	kunraré	too much speaking	kunrare		mj	10610		w	western tribes
speak	kunmoonera	too much speaking	kunrare		mj	10611		w	western tribes
speak	kunraré	too much speaking	kunrare		mj	11069		nw	
speak	kunmoonera	too much speaking	kunrare		mj	11070		nw	
speak	manyaquanee	murmur	manyaquanee		mj	7457		oyb	Oyster Bay
speak	me.yalla.cav.an.a.rea	talking	me.yalla.cav.an.a.rea		bdm	7462		oyb	Oyster Bay
speak	me.yalla.cas.an.a.rea	talking	me.yalla.cav.an.a.rea		bd	7463		oyb	Oyster Bay
speak	mealpealkamma	too much speaking	mealpealkamma		mj	7458		oyb	Oyster Bay
speak	mealpeal kamma	too much speaking	mealpealkamma		mj	7459		oyb	Oyster Bay
speak	mealkammah	hold your tongue	mealpealkamma		mj	7460		oyb	Oyster Bay
speak	my-elbeerkamma	hold your tongue	mealpealkamma		mj	7461		oyb	Oyster Bay
speak	mine.ner.me	spoken shortly (? Shouting)	mine.ner.me		gar	7464		b	Bruny Island
speak	mena lageta	I tell you	mine.ner.me		lh	7465		unk	unknown15
speak	nunté pateinuyra	whisper	nooth.he		mj	7467		oyb	Oyster Bay
speak	nõoth.hӗ	speak, talk	nooth.he		st	10612		n	Northern tribes, but not always those to westward of the Tamar River
speak	nõoth.hӗ	speak, talk	nooth.he		st	11071		dl	Port Dalrymple, Tamar River
speak	o.ner.pare	speak	o.ner.pare	same as ongha (answer)	cr	7468	lr	br	Big River
speak	our.ni.pare	speak	o.ner.pare		cr	7469		ps	Port Sorell, northern
speak	o.yer.ni.pare	tell me	o.ner.pare		cr	7470		bl	Ben Lomond
speak	carl.lo.cun.ni.pare	speak	o.ner.pare		cr	7471		ps	Port Sorell, northern
speak	mouna	word	o.ner.pare		rb	7473		b	Bruny Island
speak	onabeah dayaleah	whisper	o.ner.pare		mj	10613		w	western tribes
speak	onabeah dayaleah	whisper	o.ner.pare		mj	11072		nw	
speak	palquand	talk	palquand		rbg	7474		b	Bruny Island
speak	palqnand	talk	palquand		rb	7475		b	Bruny Island
speak	paul.er.car.ner.pare	speak	paul.er.car.ner.pare		cr	7476		bl	Ben Lomond
speak	palla-kanna	shout	paul.er.car.ner.pare		mj	7477		b	Bruny Island
speak	pueellakanny	speak	paul.er.car.ner.pare		mj	7478		oyb	Oyster Bay
speak	pueelcanné	talk	paul.er.car.ner.pare		mj	7479		oyb	Oyster Bay
speak	pueelcanny	talk	paul.er.car.ner.pare		mj	7480		oyb	Oyster Bay
speak	poeerakunnabeh	speak	paul.er.car.ner.pare		mj	7481		b	Bruny Island
speak	poyara kunna nuemena	conversation	paul.er.car.ner.pare		mj	7484		b	Bruny Island
speak	põkӗrrǎkãny̆	talk	paul.er.car.ner.pare		wbl	7485		unk	unknown15
speak	põkӗrrǎkãhny̆	talk	paul.er.car.ner.pare		wbj	7486		unk	unknown15
speak	pokerra kany	talk	paul.er.car.ner.pare		bk	7487		unk	unknown15
speak	poigneagana	facetious	paul.er.car.ner.pare		mj	7488		oyb	Oyster Bay
speak	poieta kannabeh	talk	paul.er.car.ner.pare		mj	7489		b	Bruny Island
speak	poeta kanna pawayee bah	whisper	paul.er.car.ner.pare		mj	7490		b	Bruny Island
speak	poeta kanna pawaybah	whisper	paul.er.car.ner.pare		mj	7491		b	Bruny Island
speak	palla-kanna	shout	paul.er.car.ner.pare		mj	10033		s	Southern
speak	poeerakunnabeh	speak	paul.er.car.ner.pare		mj	10034		s	Southern
speak	poyara kunna nuemena	conversation	paul.er.car.ner.pare		mj	10035		s	Southern
speak	poieta kannabeh	talk	paul.er.car.ner.pare		mj	10036		s	Southern
speak	poeta kanna pawayee bah	whisper	paul.er.car.ner.pare		mj	10037		s	Southern
speak	poeta kanna pawaybah	whisper	paul.er.car.ner.pare		mj	10038		s	Southern
speak	pooracanabeh	speak	paul.er.car.ner.pare		mj	10614		w	western tribes
speak	pooracannaby	speak	paul.er.car.ner.pare		mj	10615		w	western tribes
speak	pooracanabeh	speak	paul.er.car.ner.pare		mj	11073		nw	
speak	pooracannaby	speak	paul.er.car.ner.pare		mj	11074		nw	
speak	pené	facetious	pene		mj	7492		b	Bruny Island
speak	penamabbelé	facetious	pene		mj	7493		b	Bruny Island
speak	pené	facetious	pene		mj	10039		s	Southern
speak	penamabbelé	facetious	pene		mj	10040		s	Southern
speak	rinnea guannettya	dispute	rinnea		mj	7494		oyb	Oyster Bay
speak	rinnea guanettya	dispute	rinnea		mj	7495		oyb	Oyster Bay
speak	telwangatea leah	impatient	telwangatea		mj	7496		oyb	Oyster Bay
speak	wung.car.ne	speak	wung.car.ne		cr	7497		bl-kaurna	Kaurna
speak	munkannára walah	eloquent	wung.car.ne		mj	7498		oyb	Oyster Bay
spear	been.ner	spear	been.ner		gar	7499		b	Bruny Island
spear	been.ner	spear	been.ner		gar	7500		s	Southern
spear	bẽen.nӗr	spear	been.ner		st	7501		b	Bruny Island
spear	ber	spear	been.ner		gar	7502		unk	unknown15
spear	drack.er	spear	drack.er		gar	7503		nn	Ninenee tribe, Port Davey, SW
spear	drack.er	spear	drack.er		gar	7504		ri	Robbins Island, NW
spear	drag.ger	spear	drack.er		gar	7505		tg	Toogee tribe, Birches Rocks, west coast
spear	druck.er	spear	drack.er		gar	7506		pd	Port Davey, SW
spear	raccah	spear	drack.er		jj	7507		n	Northern tribes, but not always those to westward of the Tamar River
spear	raccah	spear	drack.er		bm	7508		ch	Circular Head, NW Tasmania
spear	rugga	spear	drack.er		jd	7509		s	Southern
spear	kue.rib.ber.rer	spear	kue.rib.ber.rer		gar	7510		n	Northern tribes, but not always those to westward of the Tamar River
spear	galubra	spear	kue.rib.ber.rer		ar	7511		unk	unknown15
spear	nar.len.ner	spear	nar.len.ner		gar	7512		pr	Piper River, NE
spear	ãrlӗnǎr	spear	nar.len.ner		sn	7513		unk	unknown15
spear	al.len.ner	spear	nar.len.ner		gar	7514	jb	n	Northern tribes, but not always those to westward of the Tamar River
spear	al.len.er	spear	nar.len.ner		gar	7515		cp	Cape Portland
spear	gar.lar	spear	nar.len.ner		st	7517		e	Eastern
spear	allen.er	spear	nar.len.ner		gar	10616		oyb 	
spear	allen.er	spear	nar.len.ner		gar	11075		 ? cp	
spear	plee.lare	spear	plee.lare		gar	7518	lj	unk	unknown15
spear	plẽeplǎr	spear	plee.lare		sn	7519		unk	unknown15
spear	pil.lare	spear	plee.lare		gar	7520	lj	unk	unknown15
spear	plare	spear	plee.lare		cr	7522		ps	Port Sorell, northern
spear	plaga	spear	plee.lare		wn	7523		unk	unknown15
spear	pilhah	spear	plee.lare		mj	10617		w	western tribes
spear	pilhah	spear	plee.lare		mj	11076		nw	
spear	prare.ner	spear	prare.ner		gar	7524		oyb	Oyster Bay
spear	prare.ner	spear	prare.ner		cr	7525	lr	br	Big River
spear	prair.ner	spear	prare.ner		gar	7526		oyb	Oyster Bay
spear	pran.ner	spear	prare.ner		gar	7528		oyb	Oyster Bay
spear	prenna tagalinga	many spears	prare.ner		jd	7529		br	Big River
spear	prenna	spear	prare.ner		jd	7530		br	Big River
spear	preena	spear	prare.ner		rb	7531		b	Bruny Island
spear	preana	spear	prare.ner		sc	7532		oyb	Oyster Bay
spear	prenna	lance, spear	prare.ner		mj	7533		oyb	Oyster Bay
spear	perenna	lance, spear	prare.ner		mj	7534		oyb	Oyster Bay
spear	pee.an.ner	spear	prare.ner		gar	7535		unk	unknown15
spear	pẽeãrnӗr	spear	prare.ner		sn	7536		unk	unknown15
spear	pena	lance, spear	prare.ner		mj	7537		b	Bruny Island
spear	pe-na	spear (wood)	prare.ner		mj	7538		b	Bruny Island
spear	pî	sagaie	prare.ner		pp	7540		se	Southeastern
spear	pena	lance, spear	prare.ner		mj	10041		s	Southern
spear	pe-na	spear (wood)	prare.ner		mj	10042		s	Southern
spear	prane.ner	spear	prare.ner		gar	10618		ls	Little Swanport, east coast
spear	pana	spear	prare.ner		mj	10619		w	western tribes
spear	poena	spear	prare.ner		mj	10620		w	western tribes
spear	prane.ner	spear	prare.ner		gar	11077		oyb	Oyster Bay
spear	pana	spear	prare.ner		mj	11078		nw	
spear	poena	spear	prare.ner		mj	11079		nw	
spear	prane.ner	spear	prare.ner		gar	11536		e	Eastern
spear	toe.gun.ner	spear	toe.gun.ner		gar	7542		b	Bruny Island
species, miscellaneous	bore.rer.wal.er	mall bird	bore.rer.wal.er		gar	2016		unk	unknown15
species, miscellaneous	darwalla	bird	bore.rer.wal.er		sc	2017		oyb	Oyster Bay
species, miscellaneous	dry.luer.ro.note.yer	robin redbreast	dry.luer.ro.note.yer		gar	2018		oyb	Oyster Bay
species, miscellaneous	greigena	bird	greigena		rb	2019		b	Bruny Island
species, miscellaneous	iné	gobe-mouche	ine		pp	2020		se	Southeastern
species, miscellaneous	lemarrcootya	forest thrush	lemarrcootya		mj	2021		oyb	Oyster Bay
species, miscellaneous	lyekah	firetail finch	lyekah		mj	2022		b	Bruny Island
species, miscellaneous	layngana	firetail finch	lyekah		mj	2023		b	Bruny Island
species, miscellaneous	lueena	blue wren	lyekah		mj	2024		b	Bruny Island
species, miscellaneous	laë'renne	small bird	lyekah		ck	2025		b	Bruny Island
species, miscellaneous	liapatyenna	crescent honeyeater	lyekah		mj	2026		oyb	Oyster Bay
species, miscellaneous	lyenapontendiah	firetail finch	lyekah		mj	2027		oyb	Oyster Bay
species, miscellaneous	lyekah	firetail finch	lyekah		mj	9471		s	Southern
species, miscellaneous	layngana	firetail finch	lyekah		mj	9472		s	Southern
species, miscellaneous	lueena	blue wren	lyekah		mj	9473		s	Southern
species, miscellaneous	moneerah	spotted thrush	moneerah		mj	2028		b	Bruny Island
species, miscellaneous	memma	cobbler's awl	moneerah		mj	2029		b	Bruny Island
species, miscellaneous	noyennah	spotted thrush	moneerah		mj	2030		oyb	Oyster Bay
species, miscellaneous	moneerah	spotted thrush	moneerah		mj	9474		s	Southern
species, miscellaneous	memma	cobbler's awl	moneerah		mj	9475		s	Southern
species, miscellaneous	mouta	oiseau	mouta		drm	2031		se	Southeastern
species, miscellaneous	mouta mouta	oiseau	mouta		dle/f	2032		se	Southeastern
species, miscellaneous	mouta mouta	oiseau	mouta		dr	2033		se	Southeastern
species, miscellaneous	muta-muta	bird	mouta		pl	2034		se	Southeastern
species, miscellaneous	papalawe	swallow	papalawe		mj	2035		b	Bruny Island
species, miscellaneous	papalawe	swallow	papalawe		mj	9476		s	Southern
species, miscellaneous	peggarah	forest thrush	peggarah		mj	2036		b	Bruny Island
species, miscellaneous	puggunyenna	bird	peggarah		mj	2037		oyb	Oyster Bay
species, miscellaneous	pughynyena	robin redbreast	peggarah		mj	2038		oyb	Oyster Bay
species, miscellaneous	ruwah	sandlark (H. ruficapilla)	peggarah		mj	2039		b	Bruny Island
species, miscellaneous	peggarah	forest thrush	peggarah		mj	9477		s	Southern
species, miscellaneous	ruwah	sandlark (H. ruficapilla)	peggarah		mj	9478		s	Southern
species, miscellaneous	pin.ner.er	'honeybird'	pin.ner.er		gar	2040		cp	Cape Portland
species, miscellaneous	pow.wid.de	robin redbreast, spark	pow.wid.de		gar	2041		b	Bruny Island
species, miscellaneous	pue.win.ner	robin redbreast, spark	pow.wid.de		gar	2042		oyb	Oyster Bay
species, miscellaneous	pue.nen.ner	very small bird	pue.nen.ner		gar	2043		b	Bruny Island
species, miscellaneous	punna	bird	pue.nen.ner		mj	2044		b	Bruny Island
species, miscellaneous	põothěrẽnněr	sparrow	pue.nen.ner		sn	2045		unk	unknown15
species, miscellaneous	poitenena	blue wren	pue.nen.ner		mj	2046		oyb	Oyster Bay
species, miscellaneous	punna	bird	pue.nen.ner		mj	9479		s	Southern
species, miscellaneous	ted.de.buc.er	small bird with two long tail feathers	ted.de.buc.er		gar	2047		unk	unknown15
species, miscellaneous	tee.pee.ner	swallow	tee.pee.ner		gar	2048	kg	unk	unknown15
species, miscellaneous	terranguatta	quail	terranguatta		mj	2049		oyb	Oyster Bay
species, miscellaneous	tené terranguatta	quail	terranguatta		mj	2050		b	Bruny Island
species, miscellaneous	tenganeowah	robin redbreast	terranguatta		mj	2051		b	Bruny Island
species, miscellaneous	tarrerikah	crescent honeyeater	terranguatta		mj	2052		b	Bruny Island
species, miscellaneous	toorittya	wattle bird	terranguatta		mj	2053		oyb	Oyster Bay
species, miscellaneous	tarranyena	spurwing plover	terranguatta		mj	2054		oyb	Oyster Bay
species, miscellaneous	tran.er.der	'partridge'	terranguatta		gar	2055		b	Bruny Island
species, miscellaneous	tené terranguatta	quail	terranguatta		mj	9480		s	Southern
species, miscellaneous	tenganeowah	robin redbreast	terranguatta		mj	9481		s	Southern
species, miscellaneous	tarrerikah	crescent honeyeater	terranguatta		mj	9482		s	Southern
species, miscellaneous	tit.ter.er.nen.er	sandlark	tit.ter.er.nen.er		cr	2056	lr	br	Big River
species, miscellaneous	tetaranyena	sandlark (H. ruficapilla)	tit.ter.er.nen.er		mj	2057		oyb	Oyster Bay
species, miscellaneous	tra.wur	'partridge'	tra.wur		gar	2058		ri	Robbins Island, NW
species, miscellaneous	teewah	quail	tra.wur		mj	2060		b	Bruny Island
species, miscellaneous	teewah	quail	tra.wur		mj	9483		s	Southern
species, miscellaneous	tena teewarrah	quail	tra.wur		mj	10392		w	western tribes
species, miscellaneous	tena teewarrah	quail	tra.wur		mj	10851		nw	
species, miscellaneous	wayelimna	swallow	wayelimna		mj	2061		oyb	Oyster Bay
species, miscellaneous	wee.ner.re	goldfinch	wee.ner.re		gar	2062		b	Bruny Island
species, miscellaneous	veener.er	honeybird	wee.ner.re		gar	2063		b	Bruny Island
species, miscellaneous	wurramatyenna	little bird	wurramatyenna		mj	2064		oyb	Oyster Bay
species, miscellaneous	ya-warramakunnya	cobbler's awl	wurramatyenna		mj	2065		oyb	Oyster Bay
species, miscellaneous	leewurenyenna	little wattle bird	wurramatyenna		mj	2066		oyb	Oyster Bay
spider	ne-ungalangta	tarantula	ne-ungalangta		mj	4554		oyb	Oyster Bay
spider	tangana	spider	tangana		mj	4555		oyb	Oyster Bay
spider	temmatah	tarantula	temmatah		mj	4556		b	Bruny Island
spider	temmatah	tarantula	temmatah		mj	9748		s	Southern
spider	wye.tung	spider	wye.tung		gar	4557		b	Bruny Island
spider	waytanga	spider	wye.tung		mj	4558		b	Bruny Island
spider	waytanga	spider	wye.tung		mj	9749		s	Southern
spit (to)	cacbennina	spittled	cacbennina	association with mee.ner (sick)	rb	7585		b	Bruny Island
spit (to)	cacbenuina	spittle	cacbennina		rbg	7586		b	Bruny Island
spit (to)	kamena meena	spit	cacbennina		mj	7587		b	Bruny Island
spit (to)	kamena meena	spit	cacbennina		mj	10047		s	Southern
spit (to)	kaimomamoee	spit	cacbennina		mj	10623		w	western tribes
spit (to)	kaimomamoee	spit	cacbennina		mj	11082		nw	
spit (to)	mãrnӗrmĩnnӗr	spit	marnerminner	association with mee.ner (sick)	sn	7589		unk	unknown15
spit (to)	man.ne.meen.er	spit	marnerminner		st	7590		e	Eastern
